fieldsample_barcode,BioSample,project_id,extraction_id,original_extraction_id,extractionplate_id,extraction_row,extraction_col,extraction_conc,extraction_method,library_id,libraryplate_id,library_row,library_col,library_conc,library_method,seq_id
MFD00106,SAMN39865036,P09_1,EXT-MJ039-B2,EXT-MJ039-B2,EXT00004,B,2,3.36,PowerSoil-Pro-HT,LIB-MJ054-B2,LIB00004,B,2,1.91181,ILLUMINA-DNA-PREP.V2,LIB-MJ054-B2_03
MFD00107,SAMN39865037,P08_1,EXT-MJ019-A5,EXT-MJ019-A5,EXT00001,A,5,40.03,PowerSoil-Pro-HT,LIB-MJ050-A5,LIB00001,A,5,4.68386,ILLUMINA-DNA-PREP.V2,LIB-MJ050-A5_02
MFD00108,SAMN39865038,P09_1,EXT-MJ038-G11,EXT-MJ038-G11,EXT00003,G,11,2.98,PowerSoil-Pro-HT,LIB-MJ044-G11,LIB00003,G,11,2.18622,ILLUMINA-DNA-PREP.V2,LIB-MJ044-G11_03
MFD00109,SAMN39865039,P09_1,EXT-MJ041-G4,EXT-MJ041-G4,EXT00006,G,4,6.19,PowerSoil-Pro-HT,LIB-MJ055-G4,LIB00006,G,4,1.61112,ILLUMINA-DNA-PREP.V2,LIB-MJ055-G4_04
MFD00110,SAMN39865040,P08_1,EXT-MJ019-D7,EXT-MJ019-D7,EXT00001,D,7,38.8,PowerSoil-Pro-HT,LIB-MJ050-D7,LIB00001,D,7,6.66617,ILLUMINA-DNA-PREP.V2,LIB-MJ050-D7_02
MFD00111,SAMN39865041,P09_1,EXT-MJ041-A6,EXT-MJ041-A6,EXT00006,A,6,1.41,PowerSoil-Pro-HT,LIB-MJ055-A6,LIB00006,A,6,0.73335,ILLUMINA-DNA-PREP.V2,LIB-MJ055-A6_04
MFD00112,SAMN39865042,P09_1,EXT-MJ038-A9,EXT-MJ038-A9,EXT00003,A,9,0.56,PowerSoil-Pro-HT,LIB-MJ044-A9,LIB00003,A,9,1.91417,ILLUMINA-DNA-PREP.V2,LIB-MJ044-A9_03
MFD00113,SAMN39865043,P09_1,EXT-MJ041-G11,EXT-MJ041-G11,EXT00006,G,11,1.76,PowerSoil-Pro-HT,LIB-MJ055-G11,LIB00006,G,11,0.60473,ILLUMINA-DNA-PREP.V2,LIB-MJ055-G11_04
MFD00114,SAMN39865044,P09_1,EXT-MJ040-B11,EXT-MJ040-B11,EXT00005,B,11,11.28,PowerSoil-Pro-HT,LIB-MJ048-B11,LIB00005,B,11,2.86089,ILLUMINA-DNA-PREP.V2,LIB-MJ048-B11_04
MFD00115,SAMN39865045,P08_1,EXT-MJ019-E7,EXT-MJ019-E7,EXT00001,E,7,57.17,PowerSoil-Pro-HT,LIB-MJ050-E7,LIB00001,E,7,6.41055,ILLUMINA-DNA-PREP.V2,LIB-MJ050-E7_02
MFD00116,SAMN39865046,P09_1,EXT-MJ041-G8,EXT-MJ041-G8,EXT00006,G,8,4.57,PowerSoil-Pro-HT,LIB-MJ055-G8,LIB00006,G,8,1.59758,ILLUMINA-DNA-PREP.V2,LIB-MJ055-G8_04
MFD00117,SAMN39865047,P08_1,EXT-MJ019-E8,EXT-MJ019-E8,EXT00001,E,8,47.5,PowerSoil-Pro-HT,LIB-MJ050-E8,LIB00001,E,8,5.6888,ILLUMINA-DNA-PREP.V2,LIB-MJ050-E8_02
MFD00118,SAMN39865048,P08_1,EXT-MJ019-G5,EXT-MJ019-G5,EXT00001,G,5,21.96,PowerSoil-Pro-HT,LIB-MJ050-G5,LIB00001,G,5,5.59106,ILLUMINA-DNA-PREP.V2,LIB-MJ050-G5_02
MFD00119,SAMN39865049,P08_1,EXT-MJ037-A2,EXT-MJ037-A2,EXT00002,A,2,1.24,PowerSoil-Pro-HT,LIB-MJ051-A2,LIB00002,A,2,0.74239,ILLUMINA-DNA-PREP.V2,LIB-MJ051-A2_02
MFD00120,SAMN39865050,P08_1,EXT-MJ037-D6,EXT-MJ037-D6,EXT00002,D,6,29.41,PowerSoil-Pro-HT,LIB-MJ051-D6,LIB00002,D,6,4.67481,ILLUMINA-DNA-PREP.V2,LIB-MJ051-D6_02
MFD00121,SAMN39865051,P08_1,EXT-MJ019-A8,EXT-MJ019-A8,EXT00001,A,8,13.86,PowerSoil-Pro-HT,LIB-MJ050-A8,LIB00001,A,8,5.38305,ILLUMINA-DNA-PREP.V2,LIB-MJ050-A8_02
MFD00122,SAMN39865052,P08_1,EXT-MJ041-B2,EXT-MJ041-B2,EXT00006,B,2,28.5,PowerSoil-Pro-HT,LIB-MJ055-B2,LIB00006,B,2,3.72543,ILLUMINA-DNA-PREP.V2,LIB-MJ055-B2_04
MFD00123,SAMN39865053,P08_1,EXT-MJ019-G1,EXT-MJ019-G1,EXT00001,G,1,33.91,PowerSoil-Pro-HT,LIB-MJ050-G1,LIB00001,G,1,6.40052,ILLUMINA-DNA-PREP.V2,LIB-MJ050-G1_02
MFD00124,SAMN39865054,P08_1,EXT-MJ019-C6,EXT-MJ019-C6,EXT00001,C,6,25.98,PowerSoil-Pro-HT,LIB-MJ050-C6,LIB00001,C,6,6.73132,ILLUMINA-DNA-PREP.V2,LIB-MJ050-C6_02
MFD00125,SAMN39865055,P08_1,EXT-MJ019-E6,EXT-MJ019-E6,EXT00001,E,6,13.98,PowerSoil-Pro-HT,LIB-MJ050-E6,LIB00001,E,6,5.66875,ILLUMINA-DNA-PREP.V2,LIB-MJ050-E6_02
MFD00126,SAMN39865056,P08_1,EXT-MJ037-D9,EXT-MJ037-D9,EXT00002,D,9,18.92,PowerSoil-Pro-HT,LIB-MJ051-D9,LIB00002,D,9,2.88407,ILLUMINA-DNA-PREP.V2,LIB-MJ051-D9_02
MFD00127,SAMN39865057,P08_1,EXT-MJ019-C5,EXT-MJ019-C5,EXT00001,C,5,53.38,PowerSoil-Pro-HT,LIB-MJ050-C5,LIB00001,C,5,6.1875,ILLUMINA-DNA-PREP.V2,LIB-MJ050-C5_02
MFD00128,SAMN39865058,P08_1,EXT-MJ039-H10,EXT-MJ039-H10,EXT00004,H,10,2.35,PowerSoil-Pro-HT,LIB-MJ054-H10,LIB00004,H,10,1.3129,ILLUMINA-DNA-PREP.V2,LIB-MJ054-H10_03
MFD00129,SAMN39865059,P08_1,EXT-MJ039-H7,EXT-MJ039-H7,EXT00004,H,7,2.22,PowerSoil-Pro-HT,LIB-MJ054-H7,LIB00004,H,7,0.54922,ILLUMINA-DNA-PREP.V2,LIB-MJ054-H7_03
MFD00130,SAMN39865060,P08_1,EXT-MJ019-C1,EXT-MJ019-C1,EXT00001,C,1,18,PowerSoil-Pro-HT,LIB-MJ050-C1,LIB00001,C,1,6.72882,ILLUMINA-DNA-PREP.V2,LIB-MJ050-C1_02
MFD00130,SAMN39865060,P08_1,EXT-MJ397-B10,EXT-MJ019-C1,REPREP7,B,10,15.93,PowerSoil-Pro-HT,LIB-MJ408-B10,REPREP7,B,10,1.27,ILLUMINA-DNA-PREP.V2,LIB-MJ408-B10_04
MFD00131,SAMN39865061,P08_1,EXT-MJ019-C8,EXT-MJ019-C8,EXT00001,C,8,7.19,PowerSoil-Pro-HT,LIB-MJ050-C8,LIB00001,C,8,7.18994,ILLUMINA-DNA-PREP.V2,LIB-MJ050-C8_02
MFD00132,SAMN39865062,P08_1,EXT-MJ039-G6,EXT-MJ039-G6,EXT00004,G,6,7.14,PowerSoil-Pro-HT,LIB-MJ054-G6,LIB00004,G,6,1.72351,ILLUMINA-DNA-PREP.V2,LIB-MJ054-G6_03
MFD00133,SAMN39865063,P08_1,EXT-MJ040-E5,EXT-MJ040-E5,EXT00005,E,5,3.82,PowerSoil-Pro-HT,LIB-MJ048-E5,LIB00005,E,5,1.77617,ILLUMINA-DNA-PREP.V2,LIB-MJ048-E5_04
MFD00134,SAMN39865064,P08_1,EXT-MJ041-D6,EXT-MJ041-D6,EXT00006,D,6,0.73,PowerSoil-Pro-HT,LIB-MJ055-D6,LIB00006,D,6,1.03572,ILLUMINA-DNA-PREP.V2,LIB-MJ055-D6_04
MFD00135,SAMN39865065,P08_1,EXT-MJ039-F5,EXT-MJ039-F5,EXT00004,F,5,16.22,PowerSoil-Pro-HT,LIB-MJ054-F5,LIB00004,F,5,3.13056,ILLUMINA-DNA-PREP.V2,LIB-MJ054-F5_03
MFD00136,SAMN39865066,P08_1,EXT-MJ040-B10,EXT-MJ040-B10,EXT00005,B,10,13.37,PowerSoil-Pro-HT,LIB-MJ048-B10,LIB00005,B,10,4.95579,ILLUMINA-DNA-PREP.V2,LIB-MJ048-B10_04
MFD00137,SAMN39865067,P08_1,EXT-MJ037-D8,EXT-MJ037-D8,EXT00002,D,8,5,PowerSoil-Pro-HT,LIB-MJ051-D8,LIB00002,D,8,1.95721,ILLUMINA-DNA-PREP.V2,LIB-MJ051-D8_02
MFD00138,SAMN39865068,P08_1,EXT-MJ038-G4,EXT-MJ038-G4,EXT00003,G,4,3.55,PowerSoil-Pro-HT,LIB-MJ044-G4,LIB00003,G,4,2.59798,ILLUMINA-DNA-PREP.V2,LIB-MJ044-G4_03
MFD00141,SAMN39865069,P08_1,EXT-MJ038-C1,EXT-MJ038-C1,EXT00003,C,1,0.03,PowerSoil-Pro-HT,LIB-MJ044-C1,LIB00003,C,1,0.14215,ILLUMINA-DNA-PREP.V2,LIB-MJ044-C1_03
MFD00141,SAMN39865069,P08_1,EXT-MJ393-F11,EXT-MJ038-C1,REPREP3,F,11,0.01,PowerSoil-Pro-HT,LIB-MJ404-F11,REPREP3,F,11,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ404-F11_03
MFD00142,SAMN39865070,P08_1,EXT-MJ040-H7,EXT-MJ040-H7,EXT00005,H,7,4.09,PowerSoil-Pro-HT,LIB-MJ048-H7,LIB00005,H,7,3.26445,ILLUMINA-DNA-PREP.V2,LIB-MJ048-H7_04
MFD00143,SAMN39865071,P08_1,EXT-MJ038-G6,EXT-MJ038-G6,EXT00003,G,6,31.6,PowerSoil-Pro-HT,LIB-MJ044-G6,LIB00003,G,6,3.56609,ILLUMINA-DNA-PREP.V2,LIB-MJ044-G6_03
MFD00144,SAMN39865072,P08_1,EXT-MJ019-C7,EXT-MJ019-C7,EXT00001,C,7,8.84,PowerSoil-Pro-HT,LIB-MJ050-C7,LIB00001,C,7,5.57101,ILLUMINA-DNA-PREP.V2,LIB-MJ050-C7_02
MFD00145,SAMN39865073,P08_1,EXT-MJ019-G6,EXT-MJ019-G6,EXT00001,G,6,18.53,PowerSoil-Pro-HT,LIB-MJ050-G6,LIB00001,G,6,6.596,ILLUMINA-DNA-PREP.V2,LIB-MJ050-G6_02
MFD00146,SAMN39865074,P08_1,EXT-MJ041-C2,EXT-MJ041-C2,EXT00006,C,2,6.65,PowerSoil-Pro-HT,LIB-MJ055-C2,LIB00006,C,2,1.39676,ILLUMINA-DNA-PREP.V2,LIB-MJ055-C2_04
MFD00147,SAMN39865075,P08_1,EXT-MJ019-B5,EXT-MJ019-B5,EXT00001,B,5,47.96,PowerSoil-Pro-HT,LIB-MJ050-B5,LIB00001,B,5,4.53851,ILLUMINA-DNA-PREP.V2,LIB-MJ050-B5_02
MFD00148,SAMN39865076,P08_1,EXT-MJ019-G7,EXT-MJ019-G7,EXT00001,G,7,22.6,PowerSoil-Pro-HT,LIB-MJ050-G7,LIB00001,G,7,6.3905,ILLUMINA-DNA-PREP.V2,LIB-MJ050-G7_02
MFD00149,SAMN39865077,P08_1,EXT-MJ041-C9,EXT-MJ041-C9,EXT00006,C,9,15.73,PowerSoil-Pro-HT,LIB-MJ055-C9,LIB00006,C,9,2.49566,ILLUMINA-DNA-PREP.V2,LIB-MJ055-C9_04
MFD00149,SAMN39865077,P08_1,EXT-MJ401-H11,EXT-MJ041-C9,REPREP11,H,11,12.97,PowerSoil-Pro-HT,LIB-MJ415-H11,REPREP11,H,11,0.23,ILLUMINA-DNA-PREP.V2,LIB-MJ415-H11_04
MFD00150,SAMN39865078,P08_1,EXT-MJ039-B9,EXT-MJ039-B9,EXT00004,B,9,8.01,PowerSoil-Pro-HT,LIB-MJ054-B9,LIB00004,B,9,2.05042,ILLUMINA-DNA-PREP.V2,LIB-MJ054-B9_03
MFD00151,SAMN39865079,P08_1,EXT-MJ019-D6,EXT-MJ019-D6,EXT00001,D,6,10.45,PowerSoil-Pro-HT,LIB-MJ050-D6,LIB00001,D,6,4.58863,ILLUMINA-DNA-PREP.V2,LIB-MJ050-D6_02
MFD00151,SAMN39865079,P08_1,EXT-MJ397-D10,EXT-MJ019-D6,REPREP7,D,10,7.45,PowerSoil-Pro-HT,LIB-MJ408-D10,REPREP7,D,10,1.43,ILLUMINA-DNA-PREP.V2,LIB-MJ408-D10_04
MFD00152,SAMN39865080,P08_1,EXT-MJ019-A6,EXT-MJ019-A6,EXT00001,A,6,13.95,PowerSoil-Pro-HT,LIB-MJ050-A6,LIB00001,A,6,5.50836,ILLUMINA-DNA-PREP.V2,LIB-MJ050-A6_02
MFD00153,SAMN39865081,P08_1,EXT-MJ037-E11,EXT-MJ037-E11,EXT00002,E,11,0.01,PowerSoil-Pro-HT,LIB-MJ051-E11,LIB00002,E,11,0.03599,ILLUMINA-DNA-PREP.V2,LIB-MJ051-E11_02
MFD00153,SAMN39865081,P08_1,EXT-MJ394-G11,EXT-MJ037-E11,REPREP4,G,11,0.01,PowerSoil-Pro-HT,LIB-MJ405-G11,REPREP4,G,11,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ405-G11_01
MFD00154,SAMN39865082,P08_1,EXT-MJ038-A7,EXT-MJ038-A7,EXT00003,A,7,10.57,PowerSoil-Pro-HT,LIB-MJ044-A7,LIB00003,A,7,3.071,ILLUMINA-DNA-PREP.V2,LIB-MJ044-A7_03
MFD00155,SAMN39865083,P08_1,EXT-MJ019-H5,EXT-MJ019-H5,EXT00001,H,5,33.8,PowerSoil-Pro-HT,LIB-MJ050-H5,LIB00001,H,5,3.89194,ILLUMINA-DNA-PREP.V2,LIB-MJ050-H5_02
MFD00156,SAMN39865084,P08_1,EXT-MJ041-A12,EXT-MJ041-A12,EXT00006,A,12,10.48,PowerSoil-Pro-HT,LIB-MJ055-A12,LIB00006,A,12,1.93831,ILLUMINA-DNA-PREP.V2,LIB-MJ055-A12_04
MFD00157,SAMN39865085,P08_1,EXT-MJ037-A12,EXT-MJ037-A12,EXT00002,A,12,11.53,PowerSoil-Pro-HT,LIB-MJ051-A12,LIB00002,A,12,1.59277,ILLUMINA-DNA-PREP.V2,LIB-MJ051-A12_02
MFD00158,SAMN39865086,P08_1,EXT-MJ019-H3,EXT-MJ019-H3,EXT00001,H,3,6.41,PowerSoil-Pro-HT,LIB-MJ050-H3,LIB00001,H,3,4.2077,ILLUMINA-DNA-PREP.V2,LIB-MJ050-H3_02
MFD00159,SAMN39865087,P08_1,EXT-MJ041-E4,EXT-MJ041-E4,EXT00006,E,4,10.6,PowerSoil-Pro-HT,LIB-MJ055-E4,LIB00006,E,4,1.918,ILLUMINA-DNA-PREP.V2,LIB-MJ055-E4_04
MFD00160,SAMN39865088,P08_1,EXT-MJ040-F1,EXT-MJ040-F1,EXT00005,F,1,42.22,PowerSoil-Pro-HT,LIB-MJ048-F1,LIB00005,F,1,3.99188,ILLUMINA-DNA-PREP.V2,LIB-MJ048-F1_04
MFD00161,SAMN39865089,P08_1,EXT-MJ039-B6,EXT-MJ039-B6,EXT00004,B,6,13.38,PowerSoil-Pro-HT,LIB-MJ054-B6,LIB00004,B,6,2.53688,ILLUMINA-DNA-PREP.V2,LIB-MJ054-B6_03
MFD00162,SAMN39865090,P08_1,EXT-MJ019-E4,EXT-MJ019-E4,EXT00001,E,4,35,PowerSoil-Pro-HT,LIB-MJ050-E4,LIB00001,E,4,3.42581,ILLUMINA-DNA-PREP.V2,LIB-MJ050-E4_02
MFD00163,SAMN39865091,P08_1,EXT-MJ019-D3,EXT-MJ019-D3,EXT00001,D,3,21.16,PowerSoil-Pro-HT,LIB-MJ050-D3,LIB00001,D,3,6.07473,ILLUMINA-DNA-PREP.V2,LIB-MJ050-D3_02
MFD00164,SAMN39865092,P08_1,EXT-MJ038-D6,EXT-MJ038-D6,EXT00003,D,6,28.01,PowerSoil-Pro-HT,LIB-MJ044-D6,LIB00003,D,6,3.70579,ILLUMINA-DNA-PREP.V2,LIB-MJ044-D6_03
MFD00165,SAMN39865093,P08_1,EXT-MJ038-C6,EXT-MJ038-C6,EXT00003,C,6,17.34,PowerSoil-Pro-HT,LIB-MJ044-C6,LIB00003,C,6,3.37247,ILLUMINA-DNA-PREP.V2,LIB-MJ044-C6_03
MFD00166,SAMN39865094,P08_1,EXT-MJ037-G5,EXT-MJ037-G5,EXT00002,G,5,45.75,PowerSoil-Pro-HT,LIB-MJ051-G5,LIB00002,G,5,3.50723,ILLUMINA-DNA-PREP.V2,LIB-MJ051-G5_02
MFD00198,SAMN39865095,P10_2,EXT-MJ039-A8,EXT-MJ039-A8,EXT00004,A,8,0.99,PowerSoil-Pro-HT,LIB-MJ054-A8,LIB00004,A,8,0.60937,ILLUMINA-DNA-PREP.V2,LIB-MJ054-A8_03
MFD00199,SAMN39865096,P10_2,EXT-MJ039-F11,EXT-MJ039-F11,EXT00004,F,11,1.64,PowerSoil-Pro-HT,LIB-MJ054-F11,LIB00004,F,11,0.2903,ILLUMINA-DNA-PREP.V2,LIB-MJ054-F11_03
MFD00200,SAMN39865097,P10_2,EXT-MJ040-E1,EXT-MJ040-E1,EXT00005,E,1,0.12,PowerSoil-Pro-HT,LIB-MJ048-E1,LIB00005,E,1,0.39328,ILLUMINA-DNA-PREP.V2,LIB-MJ048-E1_04
MFD00201,SAMN39865098,P10_2,EXT-MJ041-F4,EXT-MJ041-F4,EXT00006,F,4,0.09,PowerSoil-Pro-HT,LIB-MJ055-F4,LIB00006,F,4,0.36555,ILLUMINA-DNA-PREP.V2,LIB-MJ055-F4_04
MFD00202,SAMN39865099,P10_2,EXT-MJ039-E10,EXT-MJ039-E10,EXT00004,E,10,1.9,PowerSoil-Pro-HT,LIB-MJ054-E10,LIB00004,E,10,0.40538,ILLUMINA-DNA-PREP.V2,LIB-MJ054-E10_03
MFD00203,SAMN39865100,P10_2,EXT-MJ039-B11,EXT-MJ039-B11,EXT00004,B,11,0.11,PowerSoil-Pro-HT,LIB-MJ054-B11,LIB00004,B,11,0.51784,ILLUMINA-DNA-PREP.V2,LIB-MJ054-B11_03
MFD00204,SAMN39865101,P10_2,EXT-MJ037-D10,EXT-MJ037-D10,EXT00002,D,10,0.23,PowerSoil-Pro-HT,LIB-MJ051-D10,LIB00002,D,10,1.07309,ILLUMINA-DNA-PREP.V2,LIB-MJ051-D10_02
MFD00205,SAMN39865102,P10_2,EXT-MJ038-C5,EXT-MJ038-C5,EXT00003,C,5,2.37,PowerSoil-Pro-HT,LIB-MJ044-C5,LIB00003,C,5,2.22789,ILLUMINA-DNA-PREP.V2,LIB-MJ044-C5_03
MFD00206,SAMN39865103,P10_2,EXT-MJ041-G6,EXT-MJ041-G6,EXT00006,G,6,0.52,PowerSoil-Pro-HT,LIB-MJ055-G6,LIB00006,G,6,0.54155,ILLUMINA-DNA-PREP.V2,LIB-MJ055-G6_04
MFD00207,SAMN39865104,P10_2,EXT-MJ037-G2,EXT-MJ037-G2,EXT00002,G,2,0.1,PowerSoil-Pro-HT,LIB-MJ051-G2,LIB00002,G,2,0.42069,ILLUMINA-DNA-PREP.V2,LIB-MJ051-G2_02
MFD00208,SAMN39865105,P10_2,EXT-MJ039-D1,EXT-MJ039-D1,EXT00004,D,1,0.56,PowerSoil-Pro-HT,LIB-MJ054-D1,LIB00004,D,1,0.91537,ILLUMINA-DNA-PREP.V2,LIB-MJ054-D1_03
MFD00209,SAMN39865106,P10_2,EXT-MJ039-H3,EXT-MJ039-H3,EXT00004,H,3,2.03,PowerSoil-Pro-HT,LIB-MJ054-H3,LIB00004,H,3,1.10629,ILLUMINA-DNA-PREP.V2,LIB-MJ054-H3_03
MFD00210,SAMN39865107,P10_2,EXT-MJ038-F2,EXT-MJ038-F2,EXT00003,F,2,0.17,PowerSoil-Pro-HT,LIB-MJ044-F2,LIB00003,F,2,2.63474,ILLUMINA-DNA-PREP.V2,LIB-MJ044-F2_03
MFD00211,SAMN39865108,P10_2,EXT-MJ038-E7,EXT-MJ038-E7,EXT00003,E,7,0.34,PowerSoil-Pro-HT,LIB-MJ044-E7,LIB00003,E,7,0.85537,ILLUMINA-DNA-PREP.V2,LIB-MJ044-E7_03
MFD00212,SAMN39865109,P10_2,EXT-MJ037-A3,EXT-MJ037-A3,EXT00002,A,3,1.06,PowerSoil-Pro-HT,LIB-MJ051-A3,LIB00002,A,3,0.92461,ILLUMINA-DNA-PREP.V2,LIB-MJ051-A3_02
MFD00215,SAMN39865110,P10_2,EXT-MJ038-B2,EXT-MJ038-B2,EXT00003,B,2,0.48,PowerSoil-Pro-HT,LIB-MJ044-B2,LIB00003,B,2,1.50487,ILLUMINA-DNA-PREP.V2,LIB-MJ044-B2_03
MFD00216,SAMN39865111,P10_2,EXT-MJ037-E7,EXT-MJ037-E7,EXT00002,E,7,3.57,PowerSoil-Pro-HT,LIB-MJ051-E7,LIB00002,E,7,1.46678,ILLUMINA-DNA-PREP.V2,LIB-MJ051-E7_02
MFD00217,SAMN39865112,P10_2,EXT-MJ041-H9,EXT-MJ041-H9,EXT00006,H,9,3.29,PowerSoil-Pro-HT,LIB-MJ055-H9,LIB00006,H,9,1.1869,ILLUMINA-DNA-PREP.V2,LIB-MJ055-H9_04
MFD00220,SAMN39865113,P10_2,EXT-MJ041-C6,EXT-MJ041-C6,EXT00006,C,6,0.43,PowerSoil-Pro-HT,LIB-MJ055-C6,LIB00006,C,6,0.1918,ILLUMINA-DNA-PREP.V2,LIB-MJ055-C6_04
MFD00221,SAMN39865114,P10_2,EXT-MJ039-F6,EXT-MJ039-F6,EXT00004,F,6,3.51,PowerSoil-Pro-HT,LIB-MJ054-F6,LIB00004,F,6,1.40705,ILLUMINA-DNA-PREP.V2,LIB-MJ054-F6_03
MFD00222,SAMN39865115,P10_2,EXT-MJ038-H6,EXT-MJ038-H6,EXT00003,H,6,0.79,PowerSoil-Pro-HT,LIB-MJ044-H6,LIB00003,H,6,1.92152,ILLUMINA-DNA-PREP.V2,LIB-MJ044-H6_03
MFD00223,SAMN39865116,P10_2,EXT-MJ041-B8,EXT-MJ041-B8,EXT00006,B,8,0.23,PowerSoil-Pro-HT,LIB-MJ055-B8,LIB00006,B,8,1.2546,ILLUMINA-DNA-PREP.V2,LIB-MJ055-B8_04
MFD00224,SAMN39865117,P10_2,EXT-MJ037-D2,EXT-MJ037-D2,EXT00002,D,2,2.48,PowerSoil-Pro-HT,LIB-MJ051-D2,LIB00002,D,2,1.17433,ILLUMINA-DNA-PREP.V2,LIB-MJ051-D2_02
MFD00226,SAMN39865118,P10_2,EXT-MJ038-A1,EXT-MJ038-A1,EXT00003,A,1,1.55,PowerSoil-Pro-HT,LIB-MJ044-A1,LIB00003,A,1,1.67398,ILLUMINA-DNA-PREP.V2,LIB-MJ044-A1_03
MFD00227,SAMN39865119,P10_2,EXT-MJ037-F5,EXT-MJ037-F5,EXT00002,F,5,0.63,PowerSoil-Pro-HT,LIB-MJ051-F5,LIB00002,F,5,0.99435,ILLUMINA-DNA-PREP.V2,LIB-MJ051-F5_02
MFD00246,SAMN39865120,P01_1,EXT-MJ039-B12,EXT-MJ039-B12,EXT00004,B,12,1.31,PowerSoil-Pro-HT,LIB-MJ054-B12,LIB00004,B,12,0.38445,ILLUMINA-DNA-PREP.V2,LIB-MJ054-B12_03
MFD00247,SAMN39865121,P01_1,EXT-MJ038-H8,EXT-MJ038-H8,EXT00003,H,8,0.48,PowerSoil-Pro-HT,LIB-MJ044-H8,LIB00003,H,8,2.15436,ILLUMINA-DNA-PREP.V2,LIB-MJ044-H8_03
MFD00248,SAMN39865122,P01_1,EXT-MJ394-A12,EXT-MJ037-G11,REPREP4,A,12,0.55,PowerSoil-Pro-HT,LIB-MJ405-A12,REPREP4,A,12,0.1,ILLUMINA-DNA-PREP.V2,LIB-MJ405-A12_01
MFD00249,SAMN39865123,P01_1,EXT-MJ039-G11,EXT-MJ039-G11,EXT00004,G,11,4.42,PowerSoil-Pro-HT,LIB-MJ054-G11,LIB00004,G,11,1.39397,ILLUMINA-DNA-PREP.V2,LIB-MJ054-G11_03
MFD00250,SAMN39865124,P01_1,EXT-MJ041-H7,EXT-MJ041-H7,EXT00006,H,7,6.43,PowerSoil-Pro-HT,LIB-MJ055-H7,LIB00006,H,7,1.89769,ILLUMINA-DNA-PREP.V2,LIB-MJ055-H7_04
MFD00251,SAMN39865125,P01_1,EXT-MJ038-E5,EXT-MJ038-E5,EXT00003,E,5,3.43,PowerSoil-Pro-HT,LIB-MJ044-E5,LIB00003,E,5,2.0024,ILLUMINA-DNA-PREP.V2,LIB-MJ044-E5_03
MFD00252,SAMN39865126,P01_1,EXT-MJ038-C4,EXT-MJ038-C4,EXT00003,C,4,3.45,PowerSoil-Pro-HT,LIB-MJ044-C4,LIB00003,C,4,2.15926,ILLUMINA-DNA-PREP.V2,LIB-MJ044-C4_03
MFD00253,SAMN39865127,P01_1,EXT-MJ038-H3,EXT-MJ038-H3,EXT00003,H,3,2.49,PowerSoil-Pro-HT,LIB-MJ044-H3,LIB00003,H,3,1.38967,ILLUMINA-DNA-PREP.V2,LIB-MJ044-H3_03
MFD00254,SAMN39865128,P01_1,EXT-MJ038-E2,EXT-MJ038-E2,EXT00003,E,2,1.06,PowerSoil-Pro-HT,LIB-MJ044-E2,LIB00003,E,2,1.49996,ILLUMINA-DNA-PREP.V2,LIB-MJ044-E2_03
MFD00255,SAMN39865129,P01_1,EXT-MJ040-D5,EXT-MJ040-D5,EXT00005,D,5,8.58,PowerSoil-Pro-HT,LIB-MJ048-D5,LIB00005,D,5,4.23607,ILLUMINA-DNA-PREP.V2,LIB-MJ048-D5_04
MFD00256,SAMN39865130,P01_1,EXT-MJ038-D5,EXT-MJ038-D5,EXT00003,D,5,7.19,PowerSoil-Pro-HT,LIB-MJ044-D5,LIB00003,D,5,2.37004,ILLUMINA-DNA-PREP.V2,LIB-MJ044-D5_03
MFD00257,SAMN39865131,P01_1,EXT-MJ038-H5,EXT-MJ038-H5,EXT00003,H,5,3.27,PowerSoil-Pro-HT,LIB-MJ044-H5,LIB00003,H,5,1.74015,ILLUMINA-DNA-PREP.V2,LIB-MJ044-H5_03
MFD00258,SAMN39865132,P01_1,EXT-MJ038-B8,EXT-MJ038-B8,EXT00003,B,8,4.4,PowerSoil-Pro-HT,LIB-MJ044-B8,LIB00003,B,8,2.38965,ILLUMINA-DNA-PREP.V2,LIB-MJ044-B8_03
MFD00259,SAMN39865133,P01_1,EXT-MJ039-A12,EXT-MJ039-A12,EXT00004,A,12,1.24,PowerSoil-Pro-HT,LIB-MJ054-A12,LIB00004,A,12,0.82906,ILLUMINA-DNA-PREP.V2,LIB-MJ054-A12_03
MFD00260,SAMN39865134,P01_1,EXT-MJ039-F8,EXT-MJ039-F8,EXT00004,F,8,4.72,PowerSoil-Pro-HT,LIB-MJ054-F8,LIB00004,F,8,2.03473,ILLUMINA-DNA-PREP.V2,LIB-MJ054-F8_03
MFD00261,SAMN39865135,P01_1,EXT-MJ039-E11,EXT-MJ039-E11,EXT00004,E,11,7.18,PowerSoil-Pro-HT,LIB-MJ054-E11,LIB00004,E,11,1.39397,ILLUMINA-DNA-PREP.V2,LIB-MJ054-E11_03
MFD00262,SAMN39865136,P01_1,EXT-MJ040-G9,EXT-MJ040-G9,EXT00005,G,9,7.28,PowerSoil-Pro-HT,LIB-MJ048-G9,LIB00005,G,9,2.53187,ILLUMINA-DNA-PREP.V2,LIB-MJ048-G9_04
