"seq_id","seq_lane","before_total_reads","before_total_bases","before_q20_bases","before_q30_bases","before_q20_rate","before_q30_rate","before_read1_mean_length","before_read2_mean_length","before_gc_content","after_total_reads","after_total_bases","after_q20_bases","after_q30_bases","after_q20_rate","after_q30_rate","after_read1_mean_length","after_read2_mean_length","after_gc_content","passed_filter_reads","corrected_reads","corrected_bases","low_quality_reads","too_many_N_reads","too_short_reads","too_long_reads","duplication_rate","peak","seq_run","library_id","library_plate","library_column","library_row","library_concentration","library_type","sample_type"
"LIB-MJ129-D12_02","12_02",26969958,4072463658,3936425925,3736769369,0.966596,0.91757,151,151,0.557877,21045558,3122912230,3079950559,2961408669,0.986243,0.948284,148,148,0.557302,22523466,404671,507207,544266,8,3902218,0,0.0558555,151,"21123-01","LIB-MJ129-D12","LIB00019","12","D",0.69,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ130-D12_01","12_01",30486596,4603475996,4453203417,4226853309,0.967357,0.918187,151,151,0.52972,23057294,3415824939,3368900955,3239286304,0.986263,0.948317,148,148,0.527273,25784970,612500,757902,594446,0,4107180,0,0.0915755,151,"21123-01","LIB-MJ130-D12","LIB00020","12","D",0.91,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ131-D12_01","12_01",74246,11211146,10611969,10141969,0.946555,0.904633,151,151,0.837832,6132,909330,896982,863962,0.986421,0.950108,148,148,0.552707,6692,130,166,1018,0,66536,0,0.507179,0,"21123-01","LIB-MJ131-D12","LIB00021","12","D",0.03,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ132-D12_03","12_03",6587828,994762028,967566828,930470178,0.972662,0.93537,151,151,0.587646,4068716,594100795,588631803,572444099,0.990795,0.963547,145,146,0.587443,5016828,90217,111326,73216,0,1497784,0,0.149738,151,"21123-01","LIB-MJ132-D12","LIB00022","12","D",0.12,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ105-D12_01","12_01",18969322,2864367622,2742435289,2574541611,0.957431,0.898817,151,151,0.544885,14084034,2074069717,2039954161,1951413305,0.983551,0.940862,147,147,0.541503,14337730,384479,462247,538314,24,4093254,0,0.0138329,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ105-D12","LIB00014","12","D",0.29,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ106-D12_01","12_01",6367772,961533572,903894911,847118309,0.940055,0.881008,151,151,0.558783,4168986,598126580,589012908,564550399,0.984763,0.943864,143,143,0.552934,4232318,222882,266507,181412,0,1954042,0,0.0101442,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ106-D12","LIB00015","12","D",0.06,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ107-D12_02","12_02",4010720,605618720,577992263,542430916,0.954383,0.895664,151,151,0.553743,2700792,388024577,382168337,366395470,0.984908,0.944258,143,143,0.549353,2736040,143396,170623,103592,4,1171084,0,0.00924572,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ107-D12","LIB00016","12","D",0.03,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ110-D12_04","12_04",11113150,1678085650,1582677152,1479377549,0.943144,0.881586,151,151,0.563231,7711548,1124508482,1105503088,1056197980,0.983099,0.939253,145,145,0.561236,7843670,318561,381704,377532,14,2891934,0,0.012173,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ110-D12","LIB00018","12","D",-0.06,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ133-D12_03","12_03",18054742,2726266042,2618738911,2464001636,0.960559,0.903801,151,151,0.554289,13907652,2051175234,2018729537,1932694795,0.984182,0.942238,147,147,0.552805,14097648,343982,411064,472704,48,3484342,0,0.0109088,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ133-D12","LIB00023","12","D",0.67,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ134-D12_03","12_03",31884830,4814609330,4598894116,4321302894,0.955196,0.89754,151,151,0.545915,22393784,3247803109,3198460946,3064853699,0.984808,0.94367,144,145,0.538568,22781308,926895,1106429,797618,38,8305866,0,0.0126352,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ134-D12","LIB00024","12","D",0.22,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ135-D12_04","12_04",18501742,2793763042,2668963449,2494936557,0.955329,0.893038,151,151,0.558451,14329172,2127056602,2087993876,1990206056,0.981635,0.935662,148,148,0.559744,14512676,265370,321706,650858,40,3338168,0,0.0102605,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ135-D12","LIB00025","12","D",1.12,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ137-D12_02","12_02",31869936,4812360336,4593962458,4314666666,0.954617,0.89658,151,151,0.548944,22532022,3230192896,3181926373,3051176499,0.985058,0.94458,143,143,0.544656,22883252,1263315,1511387,864330,14,8122340,0,0.0114469,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ137-D12","LIB00026","12","D",0.3,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ177-D12_03","12_03",27049740,4084510740,3946048682,3759447164,0.966101,0.920416,151,151,0.59596,21642112,3211441046,3172531800,3064738885,0.987884,0.954319,148,148,0.598318,22272328,323670,399301,607420,16,4169976,0,0.023738,151,"220318_A00595_0142_AHVH7CDSXY","LIB-MJ177-D12","LIB00048","12","D",0.77,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ226-D12_01","12_01",39307046,5935363946,5734362043,5451433113,0.966135,0.918467,151,151,0.544465,29851218,4382362772,4328550111,4176564400,0.987721,0.953039,146,146,0.54013,30740868,801286,979913,778584,58,7787536,0,0.0234393,151,"220318_A00595_0142_AHVH7CDSXY","LIB-MJ226-D12","LIB00070","12","D",0.29,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ227-D12_02","12_02",33361526,5037590426,4879994684,4666011684,0.968716,0.926239,151,151,0.558258,25031338,3665856329,3627747223,3517140939,0.989604,0.959432,146,146,0.55566,26281762,713171,888825,546810,6,6532948,0,0.0387242,151,"220318_A00595_0142_AHVH7CDSXY","LIB-MJ227-D12","LIB00071","12","D",0.25,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ228-D12_01","12_01",29253774,4417319874,4251005479,4001091009,0.962349,0.905773,151,151,0.568067,20885114,3050358624,2997192506,2860711362,0.982571,0.937828,145,146,0.569376,21440732,1248193,1592378,476586,44,7336412,0,0.0198806,151,"220318_A00595_0142_AHVH7CDSXY","LIB-MJ228-D12","LIB00072","12","D",0.18,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ230-D12_03","12_03",32924754,4971637854,4813059417,4590541058,0.968103,0.923346,151,151,0.554333,24773508,3638065886,3596684243,3478279006,0.988625,0.956079,146,146,0.549593,25593572,562312,687324,562992,26,6768164,0,0.0258382,151,"220318_A00595_0142_AHVH7CDSXY","LIB-MJ230-D12","LIB00074","12","D",0.29,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ231-D12_04","12_04",30138608,4550929808,4399222587,4187048142,0.966665,0.920042,151,151,0.570559,23167610,3419695397,3377346225,3260221465,0.987616,0.953366,147,147,0.569263,23890742,416575,514326,604966,12,5642888,0,0.0247558,151,"220318_A00595_0142_AHVH7CDSXY","LIB-MJ231-D12","LIB00075","12","D",0.32,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ251-D12_04","12_04",8491006,1282141906,1232902504,1162822467,0.961596,0.906937,151,151,0.571228,5607808,803685949,790878802,757558058,0.984064,0.942605,142,143,0.573832,5757076,494096,630437,115682,0,2618248,0,0.0185707,151,"220318_A00595_0142_AHVH7CDSXY","LIB-MJ251-D12","LIB00077","12","D",0.04,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ252-D12_02","12_02",48318782,7296136082,7023958186,6625948273,0.962696,0.908145,151,151,0.556374,32796400,4704258589,4630356229,4432075573,0.98429,0.942141,143,143,0.555483,34371472,2696881,3444002,624594,2,13322714,0,0.0342812,151,"220318_A00595_0142_AHVH7CDSXY","LIB-MJ252-D12","LIB00078","12","D",0.19,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ145-D12_01","12_01",17799194,2687678294,2538527132,2388689320,0.944506,0.888756,151,151,0.586764,9625938,1364996518,1346141628,1295220701,0.986187,0.948882,141,141,0.585575,9860150,618128,786744,332866,22,7606156,0,0.0136977,151,"220324_A00595_0144_AHGKYMDSX3","LIB-MJ145-D12","LIB00030","12","D",0.12,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ146-D12_01","12_01",29143388,4400651588,4220289083,3975280982,0.959015,0.903339,151,151,0.57164,21974290,3238885470,3188187867,3055321719,0.984347,0.943325,147,147,0.572401,22469184,726212,932709,696908,110,5977186,0,0.0177476,151,"220324_A00595_0144_AHGKYMDSX3","LIB-MJ146-D12","LIB00031","12","D",0.96,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ147-D12_02","12_02",30010734,4531620834,4288899015,4038693242,0.946438,0.891225,151,151,0.57645,17054734,2413225383,2379493578,2288634444,0.986022,0.948372,141,141,0.571352,17486798,1101033,1412982,539370,44,11984522,0,0.0150046,151,"220324_A00595_0144_AHGKYMDSX3","LIB-MJ147-D12","LIB00032","12","D",0.14,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ148-D12_02","12_02",34347826,5186521726,4967725570,4683906638,0.957814,0.903092,151,151,0.564932,24432502,3560315107,3507015626,3365521117,0.98503,0.945287,145,145,0.563842,24997486,1127976,1452913,711462,80,8638798,0,0.0174387,151,"220324_A00595_0144_AHGKYMDSX3","LIB-MJ148-D12","LIB00033","12","D",0.61,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ149-D12_03","12_03",54054662,8162253962,7854605993,7448817722,0.962308,0.912593,151,151,0.567395,34883344,4965370973,4902168709,4727301376,0.987271,0.952054,142,142,0.569763,36011396,1828883,2356101,676052,102,17367112,0,0.0233007,151,"220324_A00595_0144_AHGKYMDSX3","LIB-MJ149-D12","LIB00034","12","D",0.23,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ150-D12_03","12_03",21911846,3308688746,3164987684,2982084367,0.956569,0.901289,151,151,0.57998,16796356,2485706304,2446672858,2345671434,0.984297,0.943664,148,147,0.580593,17102108,381659,492148,590706,96,4218936,0,0.0143022,151,"220324_A00595_0144_AHGKYMDSX3","LIB-MJ150-D12","LIB00035","12","D",1.26,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ151-D12_04","12_04",49372984,7455320584,7237303848,6919963866,0.970757,0.928191,151,151,0.559689,38189762,5606208954,5542949042,5363417979,0.988716,0.956692,146,146,0.559114,39283860,1109184,1419306,497654,158,9591312,0,0.0232833,151,"220324_A00595_0144_AHGKYMDSX3","LIB-MJ151-D12","LIB00036","12","D",0.3,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ171-D12_04","12_04",24067866,3634247766,3482138594,3325357249,0.958146,0.915006,151,151,0.569421,16158728,2315315272,2291834756,2224381740,0.989859,0.960725,143,143,0.566342,16525888,717316,917832,274520,36,7267422,0,0.0156625,151,"220324_A00595_0144_AHGKYMDSX3","LIB-MJ171-D12","LIB00042","12","D",0.14,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ138-D12_03","12_03",34542662,5215941962,5019661047,4735560413,0.962369,0.907901,151,151,0.546754,27522616,4072281837,4008827132,3841941667,0.984418,0.943437,148,147,0.547383,28341256,962499,1204403,855772,2,5345632,0,0.0244019,151,"220401_A00595_0148_AHGL7FDSX3","LIB-MJ138-D12","LIB00027","12","D",1.12,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ166-D12_01","12_01",21800196,3291829596,3135143614,2908139064,0.952402,0.883442,151,151,0.531999,16334472,2410939054,2353017501,2218363621,0.975976,0.920124,146,148,0.532531,16569320,680728,903098,565120,2,4665754,0,0.0112237,1,"220401_A00595_0148_AHGL7FDSX3","LIB-MJ166-D12","LIB00037","12","D",0.98,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ167-D12_02","12_02",24364252,3679002052,3521887416,3311056077,0.957294,0.899988,151,151,0.554388,18625968,2728787748,2684410846,2567682055,0.983738,0.940961,146,146,0.555603,19014304,847257,1073366,646648,2,4703298,0,0.0163256,151,"220401_A00595_0148_AHGL7FDSX3","LIB-MJ167-D12","LIB00038","12","D",1.07,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ168-D12_02","12_02",4131768,623896968,591718401,552098611,0.948423,0.88492,151,151,0.564348,2190240,311097778,305238708,290731593,0.981166,0.934534,141,142,0.567017,2231098,200786,264388,74616,0,1826054,0,0.0106748,44,"220401_A00595_0148_AHGL7FDSX3","LIB-MJ168-D12","LIB00039","12","D",0.06,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ170-D12_03","12_03",5514938,832755638,793496873,744075401,0.952857,0.89351,151,151,0.576999,3116942,439717492,432523737,413884493,0.98364,0.941251,140,141,0.580651,3200752,267523,346743,87814,0,2226372,0,0.0163817,44,"220401_A00595_0148_AHGL7FDSX3","LIB-MJ170-D12","LIB00041","12","D",0.05,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ172-D12_04","12_04",40341138,6091511838,5824817129,5431500515,0.956219,0.891651,151,151,0.545389,30947606,4573589103,4472483053,4232159333,0.977893,0.925348,147,148,0.545689,31663290,1196365,1560267,871562,2,7806284,0,0.0183365,151,"220401_A00595_0148_AHGL7FDSX3","LIB-MJ172-D12","LIB00043","12","D",0.48,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ191-D12_04","12_04",37537416,5668149816,5421580291,5108635268,0.956499,0.901288,151,151,0.543368,27476090,3995950407,3934900701,3772076839,0.984722,0.943975,145,145,0.540374,28220710,1538747,1947742,850794,2,8465910,0,0.0203288,151,"220401_A00595_0148_AHGL7FDSX3","LIB-MJ191-D12","LIB00050","12","D",0.2,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ195-D12_01","12_01",14686252,2217624052,2108266771,1972220415,0.950687,0.889339,151,151,0.567545,9876544,1440073891,1414608527,1349274981,0.982317,0.936948,145,145,0.565202,10108612,439646,557360,396246,0,4181394,0,0.0162726,151,"220401_A00595_0148_AHGL7FDSX3","LIB-MJ195-D12","LIB00054","12","D",0.1,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ173-D12_01","12_01",17662656,2667061056,2527618979,2355010857,0.947717,0.882998,151,151,0.547309,12786892,1878417452,1841273239,1749900843,0.980226,0.931583,147,146,0.546347,13032234,522622,665651,611834,32,4018556,0,0.0142532,151,"220429_A00595_0154_BHHCM7DSX3","LIB-MJ173-D12","LIB00044","12","D",0.52,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ174-D12_01","12_01",20844410,3147505910,2974205088,2741894327,0.94494,0.871132,151,151,0.563372,14672846,2155426967,2096862632,1966770619,0.972829,0.912474,146,147,0.565245,14889220,766525,1019292,571784,40,5383366,0,0.010825,1,"220429_A00595_0154_BHHCM7DSX3","LIB-MJ174-D12","LIB00045","12","D",0.52,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ175-D12_02","12_02",22005490,3322828990,3135394555,2905557108,0.943592,0.874423,151,151,0.574867,16068698,2376028951,2325326308,2204508669,0.978661,0.927812,148,147,0.578084,16309904,507331,647272,1000336,50,4695200,0,0.0112609,151,"220429_A00595_0154_BHHCM7DSX3","LIB-MJ175-D12","LIB00046","12","D",1.36,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ176-D12_03","12_03",25044268,3781684468,3592174700,3334715429,0.949887,0.881807,151,151,0.554057,17494342,2549206883,2489777873,2350286557,0.976687,0.921968,145,146,0.55502,17800522,1457448,1926360,576838,62,6666846,0,0.0128049,151,"220429_A00595_0154_BHHCM7DSX3","LIB-MJ176-D12","LIB00047","12","D",0.29,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ190-D12_02","12_02",27956394,4221415494,3998596716,3709807755,0.947217,0.878807,151,151,0.54359,17896216,2580139584,2520379314,2379415412,0.976838,0.922204,143,144,0.540196,18204924,1959012,2609512,589826,24,9161620,0,0.0116752,151,"220429_A00595_0154_BHHCM7DSX3","LIB-MJ190-D12","LIB00049","12","D",0.21,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ192-D12_04","12_04",25239860,3811218860,3633096562,3386160908,0.953264,0.888472,151,151,0.57215,17630420,2564406057,2508494688,2375453495,0.978197,0.926317,144,146,0.575335,17937266,1822793,2404987,526020,40,6776534,0,0.012719,151,"220429_A00595_0154_BHHCM7DSX3","LIB-MJ192-D12","LIB00051","12","D",0.51,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ194-D12_04","12_04",30339222,4581222522,4360376061,4098337588,0.951793,0.894595,151,151,0.573382,19870954,2869526723,2824431049,2705920048,0.984285,0.942985,144,144,0.570452,20339284,1170813,1469761,709400,48,9290490,0,0.0159651,151,"220429_A00595_0154_BHHCM7DSX3","LIB-MJ194-D12","LIB00053","12","D",0.21,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ197-D12_03","12_03",19480874,2941611974,2796810808,2621048623,0.950775,0.891025,151,151,0.549418,13178116,1912058132,1879015078,1794253719,0.982719,0.938389,145,145,0.543957,13519466,712182,910521,484796,40,5476572,0,0.0180778,151,"220429_A00595_0154_BHHCM7DSX3","LIB-MJ197-D12","LIB00056","12","D",0.12,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ140-D12_02","12_02",37848380,5715105380,5514750180,5223771467,0.964943,0.914029,151,151,0.571321,30724048,4550622045,4485175033,4311271409,0.985618,0.947403,148,148,0.573308,31634898,1070058,1347305,843928,144,5369410,0,0.0246792,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ140-D12","LIB00029","12","D",1.6,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ169-D12_01","12_01",24398512,3684175312,3545167962,3360399062,0.962269,0.912117,151,151,0.578629,19111840,2828217939,2787975357,2681686551,0.985771,0.948189,148,147,0.579819,19705584,414609,525853,559438,70,4133420,0,0.0247522,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ169-D12","LIB00040","12","D",0.52,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ193-D12_01","12_01",8808954,1330152054,1263358299,1185022355,0.949785,0.890892,151,151,0.582184,4475108,616153903,606497158,581693375,0.984327,0.944072,137,138,0.597778,4592390,519623,676624,113402,8,4103154,0,0.0142827,74,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ193-D12","LIB00052","12","D",0.07,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ196-D12_02","12_02",14826660,2238825660,2144330808,2025222985,0.957793,0.904592,151,151,0.565543,10795078,1582060106,1558830460,1497307140,0.985317,0.946429,146,146,0.563558,11095620,361017,456587,341942,52,3389046,0,0.0207212,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ196-D12","LIB00055","12","D",0.12,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ198-D12_03","12_03",19235434,2904550534,2779119384,2599918580,0.956816,0.895119,151,151,0.543029,13669324,1995721116,1954714397,1854811208,0.979453,0.929394,145,146,0.539866,14041080,878459,1144791,316230,46,4878078,0,0.0200765,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ198-D12","LIB00057","12","D",0.14,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ199-D12_04","12_04",28423658,4291972358,4114637154,3858193684,0.958682,0.898933,151,151,0.608993,21334338,3145783966,3081702125,2929581331,0.979629,0.931272,146,148,0.614212,21969658,1161202,1520047,512238,168,5941594,0,0.0230495,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ199-D12","LIB00058","12","D",0.31,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ200-D12_04","12_04",14365392,2169174192,2072248717,1961984101,0.955317,0.904484,151,151,0.554601,9153270,1313491855,1296104113,1248892902,0.986762,0.950819,143,143,0.543894,9450500,528588,664580,234944,30,4679918,0,0.0213143,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ200-D12","LIB00059","12","D",0.1,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ201-D12_03","12_03",31273018,4722225718,4542878244,4306216768,0.962021,0.911904,151,151,0.604385,23712672,3497844521,3449467353,3321731567,0.986169,0.949651,147,147,0.607957,24518354,596799,753583,713716,234,6040714,0,0.0263267,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ201-D12","LIB00060","12","D",0.22,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ213-D12_01","12_01",28647018,4325699718,4164061350,3930260671,0.962633,0.908584,151,151,0.539088,19463142,2805747078,2762186817,2647279115,0.984475,0.94352,143,144,0.534738,20230362,1227790,1561929,457030,4,7959622,0,0.028935,151,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ213-D12","LIB00064","12","D",0.17,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ214-D12_02","12_02",37814034,5709919134,5508653320,5206487798,0.964752,0.911832,151,151,0.554502,27924944,4095083340,4031300246,3862974241,0.984424,0.94332,146,146,0.554645,29038428,1047511,1329325,652780,10,8122816,0,0.0311623,151,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ214-D12","LIB00065","12","D",0.4,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ215-D12_01","12_01",35256264,5323695864,5104001521,4827205048,0.958733,0.906739,151,151,0.560216,23675996,3430713835,3383944040,3256531129,0.986367,0.949228,144,144,0.553076,24586128,1001107,1230082,710462,22,9959652,0,0.0270059,151,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ215-D12","LIB00066","12","D",0.2,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ216-D12_02","12_02",30480876,4602612276,4429595892,4204736187,0.962409,0.913554,151,151,0.565541,21442552,3123053616,3083698334,2974459703,0.987398,0.95242,145,145,0.562339,22356504,740921,913382,581372,4,7542996,0,0.031183,151,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ216-D12","LIB00067","12","D",0.19,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ217-D12_03","12_03",43184412,6520846212,6282796963,5967329256,0.963494,0.915116,151,151,0.570612,30723736,4482403892,4426349719,4270793435,0.987495,0.952791,145,145,0.566543,31842108,956332,1167851,852728,8,10489568,0,0.0270303,151,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ217-D12","LIB00068","12","D",0.26,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ218-D12_04","12_04",29110800,4395730800,4209371672,3970900083,0.957605,0.903354,151,151,0.572834,20583512,3008436482,2962987369,2843773127,0.984893,0.945266,146,146,0.569678,21133362,745710,924725,679384,22,7298032,0,0.0196108,151,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ218-D12","LIB00069","12","D",0.33,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ229-D12_03","12_03",24973718,3771031418,3640617572,3452974405,0.965417,0.915658,151,151,0.579125,16508634,2386414229,2354692982,2268224340,0.986708,0.950474,144,144,0.583746,17148860,814311,1022267,372762,0,7452096,0,0.0280231,151,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ229-D12","LIB00073","12","D",0.12,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ250-D12_04","12_04",21004148,3171626348,3037690221,2843586679,0.957771,0.896571,151,151,0.567528,16082456,2379773090,2332175068,2217061109,0.979999,0.931627,147,148,0.569705,16424524,482568,625114,500540,8,4079076,0,0.0170616,151,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ250-D12","LIB00076","12","D",1.23,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ281-D12_01","12_01",36456382,5504913682,5321271637,5058993341,0.96664,0.918996,151,151,0.569402,26758184,3926066884,3876274075,3740321056,0.987317,0.952689,146,146,0.569653,27899062,771353,953038,714686,80,7842554,0,0.0332376,151,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ281-D12","LIB00092","12","D",0.26,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ301-D12_01","12_01",30398560,4590182560,4422093419,4200147114,0.963381,0.915028,151,151,0.571797,23734706,3507906056,3461566365,3336120199,0.98679,0.951029,147,147,0.573172,24463450,489105,609398,734690,84,5200336,0,0.0244878,151,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ301-D12","LIB00096","12","D",0.56945,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ139-D12_01","12_01",23993280,3622985280,3482317464,3296001424,0.961174,0.909747,151,151,0.564884,16670372,2389159299,2358024485,2271038855,0.986968,0.95056,143,143,0.564161,17288768,759144,925547,463856,20,6240636,0,0.0269216,151,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ139-D12","LIB00028","12","D",0.33,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ253-D12_01","12_01",3714678,560916378,535006232,503355078,0.953807,0.89738,151,151,0.5585,1415562,189025769,186709926,180033326,0.987749,0.952427,133,133,0.542225,1482270,102547,124210,43082,0,2189326,0,0.0234244,44,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ253-D12","LIB00079","12","D",0.04,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ254-D12_02","12_02",32561046,4916717946,4780372967,4563851196,0.972269,0.928231,151,151,0.589459,23918370,3520183714,3479368113,3361791113,0.988405,0.955004,147,147,0.592862,25957438,478086,584762,468146,94,6135368,0,0.0659721,151,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ254-D12","LIB00080","12","D",0.14,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ255-D12_02","12_02",21863738,3301424438,3190700008,3042484977,0.966462,0.921567,151,151,0.589422,14947858,2180305907,2156761719,2088146006,0.989201,0.957731,145,145,0.589732,16036216,381810,462808,348336,32,5479154,0,0.0517977,151,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ255-D12","LIB00081","12","D",0.12,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ256-D12_03","12_03",136954,20680054,19560384,18447374,0.945857,0.892037,151,151,0.592949,46732,6372687,6309884,6121502,0.990145,0.960584,136,136,0.583906,49374,2711,3253,1964,0,85616,0,0.0220512,44,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ256-D12","LIB00082","12","D",0.03,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ259-D12_04","12_04",24839732,3750799532,3619864044,3445533268,0.965091,0.918613,151,151,0.570869,17282688,2509538263,2480354570,2397051767,0.988371,0.955176,145,145,0.568049,18392108,667145,810048,381782,70,6065772,0,0.0462499,151,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ259-D12","LIB00085","12","D",0.1,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ262-D12_03","12_03",29686976,4482733376,4341450597,4133140765,0.968483,0.922014,151,151,0.592607,20646274,3005910282,2970753821,2870395474,0.988304,0.954917,145,145,0.596411,22065210,511253,620489,539194,80,7082492,0,0.051344,151,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ262-D12","LIB00088","12","D",0.19,"ILLUMINA-DNA-PREP","extraction-positive"
"LIB-MJ263-D12_04","12_04",11229106,1695595006,1636902571,1554128089,0.965385,0.916568,151,151,0.551935,6656288,951218165,939613763,906422070,0.9878,0.952907,142,142,0.543585,7120598,307790,377104,127864,22,3980622,0,0.0464327,151,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ263-D12","LIB00089","12","D",0.07,"ILLUMINA-DNA-PREP","extraction-positive"
