"seq_id","seq_lane","before_total_reads","before_total_bases","before_q20_bases","before_q30_bases","before_q20_rate","before_q30_rate","before_read1_mean_length","before_read2_mean_length","before_gc_content","after_total_reads","after_total_bases","after_q20_bases","after_q30_bases","after_q20_rate","after_q30_rate","after_read1_mean_length","after_read2_mean_length","after_gc_content","passed_filter_reads","corrected_reads","corrected_bases","low_quality_reads","too_many_N_reads","too_short_reads","too_long_reads","duplication_rate","peak","seq_run","library_id","library_plate","library_column","library_row","library_concentration","library_type","sample_type"
"LIB-MJ169-C3_01","3_01",1018,153718,142335,134429,0.925949,0.874517,151,151,0.792523,36,4880,4827,4666,0.989139,0.956148,133,137,0.582582,36,11,16,20,0,962,0,0.0491159,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ169-C3","LIB00040","3","C",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ169-F10_01","10_01",1536,231936,214011,202383,0.922716,0.872581,151,151,0.798315,60,8114,8046,7807,0.991619,0.962164,135,134,0.59194,64,9,11,34,0,1438,0,0.0351562,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ169-F10","LIB00040","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ169-F3_01","3_01",6718742,1014530042,979652615,930369318,0.965622,0.917045,151,151,0.624391,5220092,774297640,763462024,735238324,0.986006,0.949555,148,148,0.627637,5517430,96874,122662,131932,24,1069356,0,0.0453037,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ169-F3","LIB00040","3","F",0.05,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ193-C10_01","10_01",1172,176972,160813,151086,0.908692,0.853728,151,151,0.730291,80,10790,10649,10260,0.986932,0.95088,134,135,0.589898,84,6,7,32,0,1056,0,0.00341297,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ193-C10","LIB00052","10","C",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ193-C3_01","3_01",938,141638,130353,121448,0.920325,0.857454,151,151,0.705333,50,6749,6633,6270,0.982812,0.929027,135,134,0.576234,58,10,10,14,0,866,0,0.0191898,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ193-C3","LIB00052","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ193-F10_01","10_01",14357104,2167922704,2072560579,1975034268,0.956012,0.911026,151,151,0.609159,8741086,1201814818,1189935633,1155727132,0.990116,0.961652,137,137,0.628334,9117180,503970,635863,178012,6,5061906,0,0.0267271,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ193-F10","LIB00052","10","F",0.09,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ193-F3_01","3_01",1138,171838,159344,149863,0.927292,0.872118,151,151,0.738219,118,16723,16451,15720,0.983735,0.940023,140,142,0.542068,124,12,13,20,0,994,0,0.0351494,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ193-F3","LIB00052","3","F",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ196-C10_02","10_02",1422,214722,196376,184190,0.914559,0.857807,151,151,0.720695,128,18001,17677,16783,0.982001,0.932337,140,141,0.451753,138,16,21,14,0,1270,0,0.00984529,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ196-C10","LIB00055","10","C",0,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ196-C3_02","3_02",1244,187844,175064,163357,0.931965,0.869642,151,151,0.655145,330,47783,46927,44616,0.982086,0.933721,145,144,0.460729,348,20,28,34,0,862,0,0.0418006,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ196-C3","LIB00055","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ196-F10_02","10_02",2208,333408,306548,287048,0.919438,0.860951,151,151,0.699563,294,41757,41024,39221,0.982446,0.939268,141,142,0.51086,304,18,20,60,0,1844,0,0.013587,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ196-F10","LIB00055","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ196-F3_02","3_02",2164,326764,306975,288049,0.939439,0.88152,151,151,0.624135,796,115675,113712,108614,0.98303,0.938958,145,145,0.51164,828,52,66,40,0,1296,0,0.0499076,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ196-F3","LIB00055","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ198-C10_03","10_03",838,126538,115796,109044,0.915109,0.861749,151,151,0.769816,42,5888,5853,5704,0.994056,0.96875,141,139,0.622962,44,4,4,6,0,788,0,0.00238663,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ198-C10","LIB00057","10","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ198-C3_03","3_03",968,146168,135389,127081,0.926256,0.869417,151,151,0.760953,26,3434,3392,3273,0.987769,0.953116,132,132,0.609493,28,5,5,10,0,930,0,0.0640496,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ198-C3","LIB00057","3","C",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ198-F10_03","10_03",1012,152812,137145,128272,0.897475,0.839411,151,151,0.757107,18,2345,2312,2215,0.985928,0.944563,128,132,0.611087,18,10,10,26,0,968,0,0.00197628,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ198-F10","LIB00057","10","F",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ198-F3_03","3_03",4729338,714130038,687842497,651862902,0.963189,0.912807,151,151,0.618347,3636594,538470290,530891935,511139034,0.985926,0.949243,148,148,0.622598,3792420,78338,98816,117002,26,819890,0,0.0338986,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ198-F3","LIB00057","3","F",0.05,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ199-C10_04","10_04",960,144960,131716,123999,0.908637,0.855401,151,151,0.792853,44,6220,6139,5946,0.986977,0.955949,141,141,0.600804,48,6,7,24,0,888,0,0.00625,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ199-C10","LIB00058","10","C",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ199-C3_04","3_04",3640,549640,522481,494019,0.950588,0.898805,151,151,0.669573,1826,269002,265163,255323,0.985729,0.949149,147,147,0.632427,1894,82,100,60,0,1686,0,0.0395604,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ199-C3","LIB00058","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ199-F10_04","10_04",4794364,723948964,696598163,660717462,0.96222,0.912658,151,151,0.626085,3679180,543493656,535719174,515653027,0.985695,0.948775,147,147,0.631392,3842744,111572,141417,93808,18,857794,0,0.034624,151,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ199-F10","LIB00058","10","F",0.05,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ199-F3_04","3_04",868,131068,121574,115182,0.927564,0.878796,151,151,0.818865,26,3838,3770,3600,0.982282,0.937989,147,147,0.508598,26,6,7,14,0,828,0,0.0599078,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ199-F3","LIB00058","3","F",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ200-C10_04","10_04",2326,351226,323419,307026,0.920829,0.874155,151,151,0.834571,74,10227,10017,9569,0.979466,0.935661,137,139,0.650142,80,12,16,16,0,2230,0,0.0197764,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ200-C10","LIB00059","10","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ200-C3_04","3_04",1314,198414,185491,175869,0.934869,0.886374,151,151,0.822235,54,7684,7552,7202,0.982821,0.937272,142,142,0.600469,58,4,5,32,0,1224,0,0.123288,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ200-C3","LIB00059","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ200-F10_04","10_04",2866,432766,398238,375897,0.920216,0.868592,151,151,0.761513,84,11462,11353,11046,0.99049,0.963706,137,135,0.60356,86,16,17,52,0,2728,0,0.0369853,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ200-F10","LIB00059","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ200-F3_04","3_04",1222,184522,173514,164544,0.940343,0.891731,151,151,0.783115,176,25916,25481,24492,0.983215,0.945053,146,147,0.608234,184,9,11,32,0,1006,0,0.155483,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ200-F3","LIB00059","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ201-C10_03","10_03",23070,3483570,3347565,3172830,0.960958,0.910798,151,151,0.630838,16738,2478374,2441894,2347612,0.985281,0.947239,147,148,0.61853,17272,393,495,448,0,5350,0,0.025401,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ201-C10","LIB00060","10","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ201-C3_03","3_03",1928,291128,273672,260077,0.94004,0.893342,151,151,0.799885,240,34831,34283,32988,0.984267,0.947087,145,145,0.617438,248,12,18,30,0,1650,0,0.136929,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ201-C3","LIB00060","3","C",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ201-F10_03","10_03",1386,209286,194180,184724,0.927821,0.882639,151,151,0.822038,36,4941,4909,4784,0.993524,0.968225,136,138,0.58814,36,3,3,20,0,1330,0,0.0562771,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ201-F10","LIB00060","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ201-F3_03","3_03",2152,324952,308088,292854,0.948103,0.901222,151,151,0.763337,498,71968,71140,68745,0.988495,0.955216,144,144,0.630113,524,26,33,38,0,1590,0,0.172862,0,"220506_A00595_0156_BHH5G2DSX3","LIB-MJ201-F3","LIB00060","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ213-C10_01","10_01",1764,266364,246170,231200,0.924186,0.867985,151,151,0.699802,394,56214,55631,53846,0.989629,0.957875,142,142,0.638168,398,39,41,30,0,1336,0,0.00566893,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ213-C10","LIB00064","10","C",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ213-C3_01","3_01",776,117176,109794,103241,0.937001,0.881076,151,151,0.715974,74,10475,10248,9753,0.978329,0.931074,141,141,0.629308,74,5,6,10,0,692,0,0.0515464,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ213-C3","LIB00064","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ213-F10_01","10_01",1274,192374,174942,163617,0.909385,0.850515,151,151,0.692412,122,17256,17070,16505,0.989221,0.956479,141,141,0.625753,122,21,24,18,0,1134,0,0.00156986,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ213-F10","LIB00064","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ213-F3_01","3_01",1156,174556,162171,151553,0.929049,0.86822,151,151,0.690386,122,17327,17124,16552,0.988284,0.955272,141,142,0.610896,124,24,30,12,0,1020,0,0.0397924,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ213-F3","LIB00064","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ214-C10_02","10_02",2566,387466,359328,341971,0.927379,0.882583,151,151,0.809872,226,32462,32104,31119,0.988972,0.958629,143,143,0.641489,232,14,16,38,0,2296,0,0.0436477,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ214-C10","LIB00065","10","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ214-C3_02","3_02",1226,185126,174297,165376,0.941505,0.893316,151,151,0.79273,110,15934,15823,15412,0.993034,0.96724,144,144,0.652128,112,7,8,16,0,1098,0,0.137031,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ214-C3","LIB00065","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ214-F10_02","10_02",11642,1757942,1677121,1591904,0.954025,0.90555,151,151,0.6422,7296,1072664,1059532,1023356,0.987758,0.954032,146,147,0.618536,7618,184,227,266,0,3758,0,0.028861,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ214-F10","LIB00065","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ214-F3_02","3_02",12828,1937028,1864754,1770793,0.962688,0.91418,151,151,0.640791,9154,1355198,1337888,1290760,0.987227,0.952451,147,148,0.632363,9498,223,289,312,0,3018,0,0.0374181,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ214-F3","LIB00065","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ215-C10_01","10_01",1820,274820,254320,239771,0.925406,0.872466,151,151,0.735365,128,17981,17787,17304,0.989211,0.962349,140,140,0.594795,130,18,24,22,0,1668,0,0.0296703,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ215-C10","LIB00066","10","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ215-C3_01","3_01",2094,316194,296431,279075,0.937497,0.882607,151,151,0.729131,182,25296,25034,24148,0.989643,0.954617,138,139,0.648917,194,22,22,20,0,1880,0,0.102197,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ215-C3","LIB00066","3","C",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ215-F10_01","10_01",193636,29239036,28160285,26730306,0.963106,0.914199,151,151,0.596358,136492,19919526,19665947,18974518,0.98727,0.952559,145,146,0.601695,142620,4763,5871,3944,0,47072,0,0.0335475,151,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ215-F10","LIB00066","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ215-F3_01","3_01",2368,357568,336165,315972,0.940143,0.88367,151,151,0.676154,324,45724,45044,43251,0.985128,0.945915,141,140,0.540963,342,35,53,38,0,1988,0,0.0751689,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ215-F3","LIB00066","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ216-C10_02","10_02",2082,314382,291026,274279,0.925708,0.872439,151,151,0.762658,190,27545,27197,26182,0.987366,0.950517,145,144,0.616664,204,15,21,32,0,1846,0,0.049952,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ216-C10","LIB00067","10","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ216-C3_02","3_02",2012,303812,284960,268870,0.937948,0.884988,151,151,0.736195,174,23853,23617,22925,0.990106,0.961095,137,137,0.640506,184,21,24,30,0,1798,0,0.12326,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ216-C3","LIB00067","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ216-F10_02","10_02",17140,2588140,2485468,2359470,0.96033,0.911647,151,151,0.615151,11272,1661550,1640893,1583710,0.987568,0.953152,147,147,0.60704,11748,305,388,354,0,5038,0,0.036056,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ216-F10","LIB00067","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ216-F3_02","3_02",19952,3012752,2906668,2761857,0.964788,0.916722,151,151,0.627812,14090,2082257,2055639,1982810,0.987217,0.952241,147,147,0.619823,14712,356,453,362,0,4878,0,0.050822,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ216-F3","LIB00067","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ217-C10_03","10_03",1652,249452,231383,218074,0.927565,0.874212,151,151,0.742908,34,4014,3953,3779,0.984803,0.941455,117,118,0.622073,36,14,16,22,0,1594,0,0.0375303,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ217-C10","LIB00068","10","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ217-C3_03","3_03",2032,306832,290058,273305,0.945332,0.890732,151,151,0.6891,416,58440,57791,55892,0.988895,0.9564,140,140,0.632752,436,36,40,32,0,1564,0,0.0836614,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ217-C3","LIB00068","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ217-F10_03","10_03",2490,375990,354564,334679,0.943014,0.890127,151,151,0.640283,806,116253,114826,111020,0.987725,0.954986,143,144,0.598307,838,42,52,58,0,1594,0,0.0353414,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ217-F10","LIB00068","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ217-F3_03","3_03",1880,283880,269889,255809,0.950715,0.901117,151,151,0.703762,566,81400,80359,77625,0.987211,0.953624,143,143,0.637862,588,24,29,42,0,1250,0,0.145745,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ217-F3","LIB00068","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ218-C10_04","10_04",1502,226802,209354,197615,0.923069,0.871311,151,151,0.757665,74,10326,10201,9843,0.987895,0.953225,138,140,0.572439,76,11,13,20,0,1406,0,0.0213049,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ218-C10","LIB00069","10","C",0,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ218-C3_04","3_04",1726,260626,243698,229557,0.935049,0.880791,151,151,0.752035,88,11636,11459,11001,0.984789,0.945428,131,132,0.597714,98,12,15,16,0,1612,0,0.100811,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ218-C3","LIB00069","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ218-F10_04","10_04",1156,174556,162003,152652,0.928086,0.874516,151,151,0.700142,110,15829,15617,14938,0.986607,0.943711,143,144,0.499716,114,10,10,16,0,1026,0,0.0207612,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ218-F10","LIB00069","10","F",0,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ218-F3_04","3_04",1116,168516,157992,148758,0.937549,0.882753,151,151,0.723991,78,10622,10435,9975,0.982395,0.939089,136,136,0.529467,80,18,25,12,0,1024,0,0.11828,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ218-F3","LIB00069","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ229-C10_03","10_03",1594,240694,222063,210007,0.922595,0.872506,151,151,0.785325,56,7494,7385,7110,0.985455,0.948759,133,133,0.636109,62,17,19,24,0,1508,0,0.0514429,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ229-C10","LIB00073","10","C",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ229-C3_03","3_03",1996,301396,282588,266640,0.937597,0.884683,151,151,0.757203,92,12193,12053,11650,0.988518,0.955466,132,132,0.60707,94,25,29,20,0,1882,0,0.162325,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ229-C3","LIB00073","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ229-F10_03","10_03",1098,165798,151252,142946,0.912267,0.86217,151,151,0.77095,14,2048,2038,2011,0.995117,0.981934,146,146,0.625488,14,5,5,8,0,1076,0,0.00182149,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ229-F10","LIB00073","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ229-F3_03","3_03",2722,411022,384849,363005,0.936322,0.883177,151,151,0.741401,90,11036,10885,10493,0.986318,0.950797,122,122,0.571765,90,27,32,34,0,2598,0,0.146951,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ229-F3","LIB00073","3","F",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ250-C10_04","10_04",1546,233446,214752,201953,0.919922,0.865095,151,151,0.71405,196,27383,27020,26023,0.986744,0.950334,139,139,0.581383,200,24,28,32,0,1314,0,0.00646831,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ250-C10","LIB00076","10","C",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ250-C3_04","3_04",1168,176368,163720,153409,0.928286,0.869823,151,151,0.716559,52,6784,6712,6505,0.989387,0.958874,130,130,0.602742,52,16,20,20,0,1096,0,0.0513699,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ250-C3","LIB00076","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ250-F10_04","10_04",3882,586182,548808,517321,0.936242,0.882526,151,151,0.669275,1706,251205,248046,239109,0.987425,0.951848,147,147,0.625525,1760,83,96,82,0,2040,0,0.0139104,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ250-F10","LIB00076","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ250-F3_04","3_04",1840,277840,262599,247676,0.945145,0.891434,151,151,0.697873,720,106015,104402,100160,0.984785,0.944772,147,147,0.652191,730,19,22,28,0,1082,0,0.0326087,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ250-F3","LIB00076","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ281-C10_01","10_01",2194,331294,300085,283205,0.905797,0.854845,151,151,0.76781,98,14072,13832,13259,0.982945,0.942226,143,144,0.551947,104,17,21,30,0,2060,0,0.00729262,0,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ281-C10","LIB00092","10","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ281-C3_01","3_01",2132,321932,299864,282094,0.931451,0.876253,151,151,0.753693,80,10942,10831,10477,0.989856,0.957503,136,137,0.494151,80,20,24,46,0,2006,0,0.102251,0,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ281-C3","LIB00092","3","C",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ281-F10_01","10_01",2566,387466,358391,337390,0.924961,0.87076,151,151,0.766176,52,6905,6788,6497,0.983056,0.940912,131,133,0.543809,56,24,26,54,0,2456,0,0.086516,0,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ281-F10","LIB00092","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ281-F3_01","3_01",3964,598564,543981,513204,0.90881,0.857392,151,151,0.732401,506,73012,72207,69995,0.988974,0.958678,144,144,0.6348,538,57,70,90,0,3336,0,0.0100908,0,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ281-F3","LIB00092","3","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ301-C10_01","10_01",4518,682218,639442,602027,0.937299,0.882455,151,151,0.715969,336,45581,45044,43652,0.988219,0.95768,135,135,0.557535,358,59,70,72,0,4088,0,0.137229,0,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ301-C10","LIB00096","10","C",0.01171,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ301-C3_01","3_01",1642,247942,230451,216874,0.929455,0.874697,151,151,0.756354,56,7115,7022,6779,0.986929,0.952776,126,127,0.518763,56,18,26,28,0,1558,0,0.129111,0,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ301-C3","LIB00096","3","C",0.01587,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ301-F10_01","10_01",1392,210192,194586,182622,0.925754,0.868834,151,151,0.785325,14,2022,1980,1881,0.979228,0.930267,144,144,0.511375,18,9,9,34,0,1340,0,0.0876437,0,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ301-F10","LIB00096","10","F",0.01025,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ301-F3_01","3_01",2534,382634,355853,333399,0.930009,0.871326,151,151,0.76028,70,8895,8763,8455,0.98516,0.950534,127,126,0.568184,72,18,22,34,0,2428,0,0.111287,0,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ301-F3","LIB00096","3","F",0.01171,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ139-C10_01","10_01",204,30804,28328,26348,0.919621,0.855343,151,151,0.76081,48,6905,6781,6484,0.982042,0.93903,145,142,0.57538,50,3,3,2,0,152,0,0.00980392,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ139-C10","LIB00028","10","C",0,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ139-C3_01","3_01",192,28992,27516,26199,0.949089,0.903663,151,151,0.755898,48,6817,6729,6518,0.987091,0.956139,143,141,0.609359,54,2,2,4,0,134,0,0.0520833,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ139-C3","LIB00028","3","C",0,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ139-F10_01","10_01",224,33824,31791,30257,0.939895,0.894542,151,151,0.789292,42,5879,5814,5621,0.988944,0.956115,139,140,0.527811,44,2,2,4,0,176,0,0.0267857,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ139-F10","LIB00028","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ139-F3_01","3_01",21177548,3197809748,3099674804,2951409643,0.969312,0.922947,151,151,0.614698,16661994,2450765616,2420929472,2337226217,0.987826,0.953672,146,147,0.619846,17611744,595312,722564,419180,28,3146596,0,0.0464693,151,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ139-F3","LIB00028","3","F",0.18,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ253-C10_01","10_01",11380,1718380,1623459,1527444,0.944761,0.888886,151,151,0.636388,5890,832839,822594,793385,0.987699,0.952627,141,141,0.635715,6124,320,387,294,0,4962,0,0.0216169,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ253-C10","LIB00079","10","C",0.03,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ253-C3_01","3_01",832,125632,115481,107459,0.919201,0.855347,151,151,0.766182,28,3399,3339,3185,0.982348,0.93704,121,121,0.644013,28,8,8,14,0,790,0,0.0504808,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ253-C3","LIB00079","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ253-F10_01","10_01",26622,4019922,3804174,3587949,0.94633,0.892542,151,151,0.60598,14250,2002904,1978031,1908481,0.987582,0.952857,140,140,0.610198,14898,736,882,494,0,11230,0,0.025092,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ253-F10","LIB00079","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ253-F3_01","3_01",5900,890900,842529,792376,0.945705,0.889411,151,151,0.669321,2444,352542,348109,335919,0.987426,0.952848,144,144,0.639269,2588,114,129,126,0,3186,0,0.0477966,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ253-F3","LIB00079","3","F",0.02,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ254-C10_02","10_02",7572886,1143505786,1108323931,1058148193,0.969233,0.925354,151,151,0.623864,5685948,839680390,830451598,803903516,0.989009,0.957392,147,147,0.628824,6104994,103844,125070,151396,14,1316482,0,0.0569939,151,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ254-C10","LIB00080","10","C",0.05,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ254-C3_02","3_02",15588,2353788,2278158,2177314,0.967869,0.925026,151,151,0.654532,10444,1540747,1525166,1479833,0.989887,0.960465,147,147,0.646822,11124,187,222,296,0,4168,0,0.06505,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ254-C3","LIB00080","3","C",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ254-F10_02","10_02",1622,244922,224316,211622,0.915867,0.864038,151,151,0.760724,152,22181,21916,21187,0.988053,0.955187,145,145,0.572742,168,7,11,26,0,1428,0,0.00986436,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ254-F10","LIB00080","10","F",0.01,"ILLUMINA-DNA-PREP","blank"
"LIB-MJ254-F3_02","3_02",1794,270894,255869,242254,0.944536,0.894276,151,151,0.741607,328,47136,46631,45152,0.989286,0.957909,143,143,0.611359,350,7,8,34,0,1410,0,0.143813,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ254-F3","LIB00080","3","F",0.02,"ILLUMINA-DNA-PREP","blank"
